idx,tag
5ec17958e6f3117fd2ce8ced8c498241,sleep
5ec17958e6f3117fd2ce8ced8c498241,medicine
5ec17958e6f3117fd2ce8ced8c498241,health
5ec17958e6f3117fd2ce8ced8c498241,medical research
5ec17958e6f3117fd2ce8ced8c498241,biology
5ec17958e6f3117fd2ce8ced8c498241,neuroscience
5ec17958e6f3117fd2ce8ced8c498241,brain
5ec17958e6f3117fd2ce8ced8c498241,mind
5ec17958e6f3117fd2ce8ced8c498241,human body
5ec17958e6f3117fd2ce8ced8c498241,science
5ec17958e6f3117fd2ce8ced8c498241,memory
c980b797e937defc107c0f80e99b81ba,TED
c980b797e937defc107c0f80e99b81ba,talks
c980b797e937defc107c0f80e99b81ba,law
c980b797e937defc107c0f80e99b81ba,criminal justice
c980b797e937defc107c0f80e99b81ba,humanity
c980b797e937defc107c0f80e99b81ba,Social Science
c980b797e937defc107c0f80e99b81ba,collaboration
8ee2fef849e7cab1a51dc2f9c594db6c,TED
8ee2fef849e7cab1a51dc2f9c594db6c,talks
8ee2fef849e7cab1a51dc2f9c594db6c,TED-Ed
8ee2fef849e7cab1a51dc2f9c594db6c,animals
8ee2fef849e7cab1a51dc2f9c594db6c,Sun
8ee2fef849e7cab1a51dc2f9c594db6c,animation
8ee2fef849e7cab1a51dc2f9c594db6c,Moon
8ee2fef849e7cab1a51dc2f9c594db6c,ancient world
8ee2fef849e7cab1a51dc2f9c594db6c,world cultures
8ee2fef849e7cab1a51dc2f9c594db6c,culture
8ee2fef849e7cab1a51dc2f9c594db6c,human origins
8ee2fef849e7cab1a51dc2f9c594db6c,storytelling
8ff9e9be3797accb98fe514ef436b93b,TED
8ff9e9be3797accb98fe514ef436b93b,talks
8ff9e9be3797accb98fe514ef436b93b,brain
8ff9e9be3797accb98fe514ef436b93b,cognitive science
8ff9e9be3797accb98fe514ef436b93b,children
8ff9e9be3797accb98fe514ef436b93b,neuroscience
8ff9e9be3797accb98fe514ef436b93b,TEDx
8ff9e9be3797accb98fe514ef436b93b,motivation
8ff9e9be3797accb98fe514ef436b93b,science
4e5b8479ba91f2a61eb8b0c1bab55931,TED
4e5b8479ba91f2a61eb8b0c1bab55931,talks
4e5b8479ba91f2a61eb8b0c1bab55931,parenting
4e5b8479ba91f2a61eb8b0c1bab55931,women
4e5b8479ba91f2a61eb8b0c1bab55931,children
4e5b8479ba91f2a61eb8b0c1bab55931,humanity
4e5b8479ba91f2a61eb8b0c1bab55931,culture
4e5b8479ba91f2a61eb8b0c1bab55931,society
4e5b8479ba91f2a61eb8b0c1bab55931,family
4e5b8479ba91f2a61eb8b0c1bab55931,social change
4022c67d03ce4fa80a3d10319a8acc24,TED
4022c67d03ce4fa80a3d10319a8acc24,talks
4022c67d03ce4fa80a3d10319a8acc24,leadership
4022c67d03ce4fa80a3d10319a8acc24,women in business
4022c67d03ce4fa80a3d10319a8acc24,business
4022c67d03ce4fa80a3d10319a8acc24,gender equality
4022c67d03ce4fa80a3d10319a8acc24,social change
4022c67d03ce4fa80a3d10319a8acc24,government
4022c67d03ce4fa80a3d10319a8acc24,activism
4022c67d03ce4fa80a3d10319a8acc24,society
4022c67d03ce4fa80a3d10319a8acc24,politics
3f5cba494b376d455f199d87194e9fbe,TED
3f5cba494b376d455f199d87194e9fbe,talks
3f5cba494b376d455f199d87194e9fbe,science
3f5cba494b376d455f199d87194e9fbe,sustainability
3f5cba494b376d455f199d87194e9fbe,youth
3f5cba494b376d455f199d87194e9fbe,innovation
3f5cba494b376d455f199d87194e9fbe,plastic
4c710ea49e434528d9a4054744d37cc1,TED
4c710ea49e434528d9a4054744d37cc1,talks
4c710ea49e434528d9a4054744d37cc1,animation
4c710ea49e434528d9a4054744d37cc1,TED-Ed
4c710ea49e434528d9a4054744d37cc1,animals
4c710ea49e434528d9a4054744d37cc1,china
4c710ea49e434528d9a4054744d37cc1,culture
4c710ea49e434528d9a4054744d37cc1,history
4c710ea49e434528d9a4054744d37cc1,world cultures
6e7367c84a2a3de3b0c143f4f7b7f1fe,TED
6e7367c84a2a3de3b0c143f4f7b7f1fe,talks
6e7367c84a2a3de3b0c143f4f7b7f1fe,government
6e7367c84a2a3de3b0c143f4f7b7f1fe,politics
6e7367c84a2a3de3b0c143f4f7b7f1fe,democracy
6e7367c84a2a3de3b0c143f4f7b7f1fe,culture
6e7367c84a2a3de3b0c143f4f7b7f1fe,society
6e7367c84a2a3de3b0c143f4f7b7f1fe,policy
6e7367c84a2a3de3b0c143f4f7b7f1fe,activism
6e7367c84a2a3de3b0c143f4f7b7f1fe,social change
2479e419e0eb16991a185d52cc05d707,TED
2479e419e0eb16991a185d52cc05d707,talks
2479e419e0eb16991a185d52cc05d707,ants
2479e419e0eb16991a185d52cc05d707,science
2479e419e0eb16991a185d52cc05d707,ecology
2479e419e0eb16991a185d52cc05d707,insects
2479e419e0eb16991a185d52cc05d707,discovery
593ac17646e24a501b18de9823e8d44c,TED
593ac17646e24a501b18de9823e8d44c,talks
593ac17646e24a501b18de9823e8d44c,parenting
593ac17646e24a501b18de9823e8d44c,children
593ac17646e24a501b18de9823e8d44c,success
593ac17646e24a501b18de9823e8d44c,Social Science
593ac17646e24a501b18de9823e8d44c,family
7d93996d037ca35634e07f40f2b2cf1e,TED
7d93996d037ca35634e07f40f2b2cf1e,talks
7d93996d037ca35634e07f40f2b2cf1e,TED-Ed
7d93996d037ca35634e07f40f2b2cf1e,animation
7d93996d037ca35634e07f40f2b2cf1e,disease
7d93996d037ca35634e07f40f2b2cf1e,healthcare
7d93996d037ca35634e07f40f2b2cf1e,medical research
7d93996d037ca35634e07f40f2b2cf1e,medicine
7d93996d037ca35634e07f40f2b2cf1e,human body
7d93996d037ca35634e07f40f2b2cf1e,science
7d93996d037ca35634e07f40f2b2cf1e,health
7d93996d037ca35634e07f40f2b2cf1e,illness
7d93996d037ca35634e07f40f2b2cf1e,physiology
7d93996d037ca35634e07f40f2b2cf1e,health care
7d93996d037ca35634e07f40f2b2cf1e,public health
7d93996d037ca35634e07f40f2b2cf1e,genetics
c2c21ea98ebb7b58a7fd46f25b64f195,TED
c2c21ea98ebb7b58a7fd46f25b64f195,talks
c2c21ea98ebb7b58a7fd46f25b64f195,technology
c2c21ea98ebb7b58a7fd46f25b64f195,invention
c2c21ea98ebb7b58a7fd46f25b64f195,future
c2c21ea98ebb7b58a7fd46f25b64f195,engineering
c2c21ea98ebb7b58a7fd46f25b64f195,interface design
c2c21ea98ebb7b58a7fd46f25b64f195,design
c2c21ea98ebb7b58a7fd46f25b64f195,Internet
c2c21ea98ebb7b58a7fd46f25b64f195,computers
c2c21ea98ebb7b58a7fd46f25b64f195,programming
c2c21ea98ebb7b58a7fd46f25b64f195,collaboration
c2c21ea98ebb7b58a7fd46f25b64f195,creativity
c2c21ea98ebb7b58a7fd46f25b64f195,potential
c2c21ea98ebb7b58a7fd46f25b64f195,product design
c2c21ea98ebb7b58a7fd46f25b64f195,demo
91c458bf88a88495cfed12d7d7ea146c,TED
91c458bf88a88495cfed12d7d7ea146c,talks
91c458bf88a88495cfed12d7d7ea146c,animation
91c458bf88a88495cfed12d7d7ea146c,language
91c458bf88a88495cfed12d7d7ea146c,TED-Ed
91c458bf88a88495cfed12d7d7ea146c,emotions
91c458bf88a88495cfed12d7d7ea146c,writing
91c458bf88a88495cfed12d7d7ea146c,parenting
91c458bf88a88495cfed12d7d7ea146c,relationships
91c458bf88a88495cfed12d7d7ea146c,poetry
f02436a9fec181d63e151b858e97f688,TED
f02436a9fec181d63e151b858e97f688,talks
f02436a9fec181d63e151b858e97f688,science
f02436a9fec181d63e151b858e97f688,art
f02436a9fec181d63e151b858e97f688,fish
f02436a9fec181d63e151b858e97f688,conservation
f02436a9fec181d63e151b858e97f688,oceans
32afad5be722adb084ddb919087f8ff1,TED
32afad5be722adb084ddb919087f8ff1,talks
32afad5be722adb084ddb919087f8ff1,creativity
32afad5be722adb084ddb919087f8ff1,music
32afad5be722adb084ddb919087f8ff1,design
32afad5be722adb084ddb919087f8ff1,beauty
32afad5be722adb084ddb919087f8ff1,art
32afad5be722adb084ddb919087f8ff1,community
32afad5be722adb084ddb919087f8ff1,culture
32afad5be722adb084ddb919087f8ff1,humanity
116ca064e2c8ef8dd9c9df7927cb8ddb,TED
116ca064e2c8ef8dd9c9df7927cb8ddb,talks
116ca064e2c8ef8dd9c9df7927cb8ddb,plants
116ca064e2c8ef8dd9c9df7927cb8ddb,Audacious Project
116ca064e2c8ef8dd9c9df7927cb8ddb,biology
116ca064e2c8ef8dd9c9df7927cb8ddb,Anthropocene
116ca064e2c8ef8dd9c9df7927cb8ddb,science
116ca064e2c8ef8dd9c9df7927cb8ddb,environment
116ca064e2c8ef8dd9c9df7927cb8ddb,nature
116ca064e2c8ef8dd9c9df7927cb8ddb,biotech
116ca064e2c8ef8dd9c9df7927cb8ddb,genetics
116ca064e2c8ef8dd9c9df7927cb8ddb,climate change
116ca064e2c8ef8dd9c9df7927cb8ddb,pollution
116ca064e2c8ef8dd9c9df7927cb8ddb,future
e2320341ca962af5abc7a0770c70d93d,TED
e2320341ca962af5abc7a0770c70d93d,talks
e2320341ca962af5abc7a0770c70d93d,art
e2320341ca962af5abc7a0770c70d93d,animation
e2320341ca962af5abc7a0770c70d93d,TED-Ed
e2320341ca962af5abc7a0770c70d93d,arts
e2320341ca962af5abc7a0770c70d93d,death
e2320341ca962af5abc7a0770c70d93d,war
e2320341ca962af5abc7a0770c70d93d,world cultures
e2320341ca962af5abc7a0770c70d93d,culture
e2320341ca962af5abc7a0770c70d93d,painting
c75f4b38653ffbd1823509ef2ed20928,TED
c75f4b38653ffbd1823509ef2ed20928,talks
c75f4b38653ffbd1823509ef2ed20928,decision-making
c75f4b38653ffbd1823509ef2ed20928,psychology
c75f4b38653ffbd1823509ef2ed20928,social change
c75f4b38653ffbd1823509ef2ed20928,finance
c75f4b38653ffbd1823509ef2ed20928,economics
c75f4b38653ffbd1823509ef2ed20928,climate change
c75f4b38653ffbd1823509ef2ed20928,personal growth
533734afbe3f9c32f3d29f903e3855a7,TED
533734afbe3f9c32f3d29f903e3855a7,talks
533734afbe3f9c32f3d29f903e3855a7,communication
533734afbe3f9c32f3d29f903e3855a7,TED Residency
533734afbe3f9c32f3d29f903e3855a7,activism
533734afbe3f9c32f3d29f903e3855a7,social change
533734afbe3f9c32f3d29f903e3855a7,society
533734afbe3f9c32f3d29f903e3855a7,TED Fellows
533734afbe3f9c32f3d29f903e3855a7,play
533734afbe3f9c32f3d29f903e3855a7,art
533734afbe3f9c32f3d29f903e3855a7,creativity
38f8e8f66e9c3a78f06aaca41e77a140,TED
38f8e8f66e9c3a78f06aaca41e77a140,talks
38f8e8f66e9c3a78f06aaca41e77a140,comedy
38f8e8f66e9c3a78f06aaca41e77a140,personal growth
38f8e8f66e9c3a78f06aaca41e77a140,creativity
38f8e8f66e9c3a78f06aaca41e77a140,art
38f8e8f66e9c3a78f06aaca41e77a140,storytelling
38f8e8f66e9c3a78f06aaca41e77a140,performance
38f8e8f66e9c3a78f06aaca41e77a140,Autism spectrum disorder
38f8e8f66e9c3a78f06aaca41e77a140,humor
67addfc5e12ef36ae7387713d0024fe0,TED
67addfc5e12ef36ae7387713d0024fe0,talks
67addfc5e12ef36ae7387713d0024fe0,animation
67addfc5e12ef36ae7387713d0024fe0,TED-Ed
67addfc5e12ef36ae7387713d0024fe0,economics
67addfc5e12ef36ae7387713d0024fe0,money
67addfc5e12ef36ae7387713d0024fe0,investment
67addfc5e12ef36ae7387713d0024fe0,entrepreneur
67addfc5e12ef36ae7387713d0024fe0,business
67addfc5e12ef36ae7387713d0024fe0,behavioral economics
67addfc5e12ef36ae7387713d0024fe0,finance
da754d7037d8baec3dfe66bf6bf816c6,TED
da754d7037d8baec3dfe66bf6bf816c6,talks
da754d7037d8baec3dfe66bf6bf816c6,community
da754d7037d8baec3dfe66bf6bf816c6,happiness
da754d7037d8baec3dfe66bf6bf816c6,society
da754d7037d8baec3dfe66bf6bf816c6,psychology
da754d7037d8baec3dfe66bf6bf816c6,social change
da754d7037d8baec3dfe66bf6bf816c6,humanity
da754d7037d8baec3dfe66bf6bf816c6,science
1e5fb439a4d89b9e37042a1513a0af5a,TED
1e5fb439a4d89b9e37042a1513a0af5a,talks
1e5fb439a4d89b9e37042a1513a0af5a,animation
1e5fb439a4d89b9e37042a1513a0af5a,TED-Ed
1e5fb439a4d89b9e37042a1513a0af5a,math
1e5fb439a4d89b9e37042a1513a0af5a,animals
1e5fb439a4d89b9e37042a1513a0af5a,education
21c6aa394d6d9a9d78cdbfbef45ef20e,TED
21c6aa394d6d9a9d78cdbfbef45ef20e,talks
21c6aa394d6d9a9d78cdbfbef45ef20e,TEDx
21c6aa394d6d9a9d78cdbfbef45ef20e,prison
21c6aa394d6d9a9d78cdbfbef45ef20e,crime
21c6aa394d6d9a9d78cdbfbef45ef20e,justice system
21c6aa394d6d9a9d78cdbfbef45ef20e,criminal justice
21c6aa394d6d9a9d78cdbfbef45ef20e,brain
21c6aa394d6d9a9d78cdbfbef45ef20e,psychology
21c6aa394d6d9a9d78cdbfbef45ef20e,neuroscience
21c6aa394d6d9a9d78cdbfbef45ef20e,law
21c6aa394d6d9a9d78cdbfbef45ef20e,social change
21c6aa394d6d9a9d78cdbfbef45ef20e,society
a9ee3c9b7710cab0b47d54213f872b38,TED
a9ee3c9b7710cab0b47d54213f872b38,talks
a9ee3c9b7710cab0b47d54213f872b38,TED-Ed
a9ee3c9b7710cab0b47d54213f872b38,animation
a9ee3c9b7710cab0b47d54213f872b38,book
a9ee3c9b7710cab0b47d54213f872b38,books
a9ee3c9b7710cab0b47d54213f872b38,novel
a9ee3c9b7710cab0b47d54213f872b38,culture
a9ee3c9b7710cab0b47d54213f872b38,fear
a9ee3c9b7710cab0b47d54213f872b38,poetry
a9ee3c9b7710cab0b47d54213f872b38,literature
a9ee3c9b7710cab0b47d54213f872b38,writing
a9ee3c9b7710cab0b47d54213f872b38,world cultures
a9ee3c9b7710cab0b47d54213f872b38,arts
a9ee3c9b7710cab0b47d54213f872b38,innovation
a9ee3c9b7710cab0b47d54213f872b38,invention
c59e7d5cc61b9e14f62d9cbabd7a5951,TED
c59e7d5cc61b9e14f62d9cbabd7a5951,talks
c59e7d5cc61b9e14f62d9cbabd7a5951,TED-Ed
c59e7d5cc61b9e14f62d9cbabd7a5951,animation
c59e7d5cc61b9e14f62d9cbabd7a5951,intelligence
c59e7d5cc61b9e14f62d9cbabd7a5951,innovation
c59e7d5cc61b9e14f62d9cbabd7a5951,technology
c59e7d5cc61b9e14f62d9cbabd7a5951,Internet
c59e7d5cc61b9e14f62d9cbabd7a5951,communication
c59e7d5cc61b9e14f62d9cbabd7a5951,science
c59e7d5cc61b9e14f62d9cbabd7a5951,invention
c59e7d5cc61b9e14f62d9cbabd7a5951,computers
f5445f386fb3a2b9ce3350dd379a617b,TED
f5445f386fb3a2b9ce3350dd379a617b,talks
f5445f386fb3a2b9ce3350dd379a617b,animation
f5445f386fb3a2b9ce3350dd379a617b,TED-Ed
f5445f386fb3a2b9ce3350dd379a617b,health
f5445f386fb3a2b9ce3350dd379a617b,human body
f5445f386fb3a2b9ce3350dd379a617b,healthcare
f5445f386fb3a2b9ce3350dd379a617b,health care
f5445f386fb3a2b9ce3350dd379a617b,exercise
f5445f386fb3a2b9ce3350dd379a617b,science
f5445f386fb3a2b9ce3350dd379a617b,biology
f5445f386fb3a2b9ce3350dd379a617b,physiology
ff40fce70a0d492e8e3af53f9b32f0e9,TED
ff40fce70a0d492e8e3af53f9b32f0e9,talks
ff40fce70a0d492e8e3af53f9b32f0e9,animation
ff40fce70a0d492e8e3af53f9b32f0e9,arts
ff40fce70a0d492e8e3af53f9b32f0e9,TED-Ed
ff40fce70a0d492e8e3af53f9b32f0e9,art
ff40fce70a0d492e8e3af53f9b32f0e9,history
ff40fce70a0d492e8e3af53f9b32f0e9,anthropology
ff40fce70a0d492e8e3af53f9b32f0e9,religion
ff40fce70a0d492e8e3af53f9b32f0e9,ancient world
ff40fce70a0d492e8e3af53f9b32f0e9,book
ff40fce70a0d492e8e3af53f9b32f0e9,writing
ff40fce70a0d492e8e3af53f9b32f0e9,books
e46427950d1765e7f88a3a1422886c07,TED
e46427950d1765e7f88a3a1422886c07,talks
e46427950d1765e7f88a3a1422886c07,animation
e46427950d1765e7f88a3a1422886c07,TED-Ed
e46427950d1765e7f88a3a1422886c07,aircraft
e46427950d1765e7f88a3a1422886c07,physics
e46427950d1765e7f88a3a1422886c07,science
e46427950d1765e7f88a3a1422886c07,flight
e46427950d1765e7f88a3a1422886c07,wind energy
b6404e913c57542285600e9b0c5a2774,TED
b6404e913c57542285600e9b0c5a2774,talks
b6404e913c57542285600e9b0c5a2774,TEDx
b6404e913c57542285600e9b0c5a2774,business
b6404e913c57542285600e9b0c5a2774,collaboration
b6404e913c57542285600e9b0c5a2774,leadership
b6404e913c57542285600e9b0c5a2774,communication
b6404e913c57542285600e9b0c5a2774,success
b6404e913c57542285600e9b0c5a2774,personal growth
b6404e913c57542285600e9b0c5a2774,productivity
b6404e913c57542285600e9b0c5a2774,work
f169da9f372f8ebcb314c4d6d36ec4cf,TED
f169da9f372f8ebcb314c4d6d36ec4cf,talks
f169da9f372f8ebcb314c4d6d36ec4cf,biology
f169da9f372f8ebcb314c4d6d36ec4cf,CRISPR
f169da9f372f8ebcb314c4d6d36ec4cf,genetics
f169da9f372f8ebcb314c4d6d36ec4cf,science
f169da9f372f8ebcb314c4d6d36ec4cf,disease
f169da9f372f8ebcb314c4d6d36ec4cf,technology
f169da9f372f8ebcb314c4d6d36ec4cf,future
f169da9f372f8ebcb314c4d6d36ec4cf,molecular biology
f169da9f372f8ebcb314c4d6d36ec4cf,innovation
f169da9f372f8ebcb314c4d6d36ec4cf,biotech
f169da9f372f8ebcb314c4d6d36ec4cf,health
f169da9f372f8ebcb314c4d6d36ec4cf,virus
6ddf0e7fb5cbd31edce02c77bb113403,TED
6ddf0e7fb5cbd31edce02c77bb113403,talks
6ddf0e7fb5cbd31edce02c77bb113403,TED Fellows
6ddf0e7fb5cbd31edce02c77bb113403,technology
6ddf0e7fb5cbd31edce02c77bb113403,pollution
6ddf0e7fb5cbd31edce02c77bb113403,environment
6ddf0e7fb5cbd31edce02c77bb113403,Anthropocene
6ddf0e7fb5cbd31edce02c77bb113403,science
6ddf0e7fb5cbd31edce02c77bb113403,sustainability
6ddf0e7fb5cbd31edce02c77bb113403,invention
6ddf0e7fb5cbd31edce02c77bb113403,climate change
6ddf0e7fb5cbd31edce02c77bb113403,design
6f5f08ca362384f74f51d84663995c93,TED
6f5f08ca362384f74f51d84663995c93,talks
6f5f08ca362384f74f51d84663995c93,education
6f5f08ca362384f74f51d84663995c93,TED Fellows
6f5f08ca362384f74f51d84663995c93,science
6f5f08ca362384f74f51d84663995c93,biology
6f5f08ca362384f74f51d84663995c93,life
6f5f08ca362384f74f51d84663995c93,race
6f5f08ca362384f74f51d84663995c93,sex
a4c285a19be0fcfd3e3c92031105aa38,TED
a4c285a19be0fcfd3e3c92031105aa38,talks
a4c285a19be0fcfd3e3c92031105aa38,science
a4c285a19be0fcfd3e3c92031105aa38,astronomy
a4c285a19be0fcfd3e3c92031105aa38,physics
a4c285a19be0fcfd3e3c92031105aa38,collaboration
a4c285a19be0fcfd3e3c92031105aa38,nature
a4c285a19be0fcfd3e3c92031105aa38,technology
a4c285a19be0fcfd3e3c92031105aa38,universe
a4c285a19be0fcfd3e3c92031105aa38,visualizations
a4c285a19be0fcfd3e3c92031105aa38,telescopes
a4c285a19be0fcfd3e3c92031105aa38,space
8dc784f2d73e5ca9b45d93b89298be99,TED
8dc784f2d73e5ca9b45d93b89298be99,talks
8dc784f2d73e5ca9b45d93b89298be99,social change
8dc784f2d73e5ca9b45d93b89298be99,social media
8dc784f2d73e5ca9b45d93b89298be99,Internet
8dc784f2d73e5ca9b45d93b89298be99,communication
8dc784f2d73e5ca9b45d93b89298be99,culture
8dc784f2d73e5ca9b45d93b89298be99,technology
8dc784f2d73e5ca9b45d93b89298be99,democracy
8dc784f2d73e5ca9b45d93b89298be99,entrepreneur
77e0eb897643005528f5beb2f4de1722,TED
77e0eb897643005528f5beb2f4de1722,talks
77e0eb897643005528f5beb2f4de1722,global issues
77e0eb897643005528f5beb2f4de1722,climate change
77e0eb897643005528f5beb2f4de1722,technology
77e0eb897643005528f5beb2f4de1722,data
77e0eb897643005528f5beb2f4de1722,youth
4f11200412aa55574aca9709568b8ed5,TED
4f11200412aa55574aca9709568b8ed5,talks
4f11200412aa55574aca9709568b8ed5,social change
4f11200412aa55574aca9709568b8ed5,social media
4f11200412aa55574aca9709568b8ed5,democracy
4f11200412aa55574aca9709568b8ed5,politics
4f11200412aa55574aca9709568b8ed5,government
4f11200412aa55574aca9709568b8ed5,history
4f11200412aa55574aca9709568b8ed5,society
4f11200412aa55574aca9709568b8ed5,law
4f11200412aa55574aca9709568b8ed5,culture
4f11200412aa55574aca9709568b8ed5,leadership
4f11200412aa55574aca9709568b8ed5,future
4f11200412aa55574aca9709568b8ed5,global issues
4f11200412aa55574aca9709568b8ed5,Internet
4f11200412aa55574aca9709568b8ed5,data
209f537631d5c97e7086b71b487f513f,TED
209f537631d5c97e7086b71b487f513f,talks
209f537631d5c97e7086b71b487f513f,innovation
209f537631d5c97e7086b71b487f513f,robots
209f537631d5c97e7086b71b487f513f,human body
209f537631d5c97e7086b71b487f513f,science
209f537631d5c97e7086b71b487f513f,design
209f537631d5c97e7086b71b487f513f,technology
209f537631d5c97e7086b71b487f513f,future
209f537631d5c97e7086b71b487f513f,invention
209f537631d5c97e7086b71b487f513f,prosthetics
209f537631d5c97e7086b71b487f513f,engineering
209f537631d5c97e7086b71b487f513f,nature
209f537631d5c97e7086b71b487f513f,TEDx
73de7cecabc292269408aa934ac3e61a,TED
73de7cecabc292269408aa934ac3e61a,talks
73de7cecabc292269408aa934ac3e61a,inequality
73de7cecabc292269408aa934ac3e61a,beauty
73de7cecabc292269408aa934ac3e61a,global issues
73de7cecabc292269408aa934ac3e61a,race
73de7cecabc292269408aa934ac3e61a,business
e4e04a16902083b60c4294ac98c33b3e,TED
e4e04a16902083b60c4294ac98c33b3e,talks
e4e04a16902083b60c4294ac98c33b3e,global issues
e4e04a16902083b60c4294ac98c33b3e,capitalism
e4e04a16902083b60c4294ac98c33b3e,global development
e4e04a16902083b60c4294ac98c33b3e,economics
e4e04a16902083b60c4294ac98c33b3e,government
200d75ccb34b519dc3cfa4a5626c1eb8,TED
200d75ccb34b519dc3cfa4a5626c1eb8,talks
200d75ccb34b519dc3cfa4a5626c1eb8,history
200d75ccb34b519dc3cfa4a5626c1eb8,Humanities
200d75ccb34b519dc3cfa4a5626c1eb8,politics
200d75ccb34b519dc3cfa4a5626c1eb8,culture
200d75ccb34b519dc3cfa4a5626c1eb8,Europe
b13038c5f592eee06514a874becff56f,TED
b13038c5f592eee06514a874becff56f,talks
b13038c5f592eee06514a874becff56f,education
b13038c5f592eee06514a874becff56f,children
b13038c5f592eee06514a874becff56f,Africa
b13038c5f592eee06514a874becff56f,women
b13038c5f592eee06514a874becff56f,parenting
b13038c5f592eee06514a874becff56f,teaching
b13038c5f592eee06514a874becff56f,social change
b13038c5f592eee06514a874becff56f,feminism
b13038c5f592eee06514a874becff56f,gender equality
b13038c5f592eee06514a874becff56f,inequality
b13038c5f592eee06514a874becff56f,activism
df2a68673d60e35e9a14e69acdea9362,TED
df2a68673d60e35e9a14e69acdea9362,talks
df2a68673d60e35e9a14e69acdea9362,social change
df2a68673d60e35e9a14e69acdea9362,community
df2a68673d60e35e9a14e69acdea9362,activism
df2a68673d60e35e9a14e69acdea9362,gender equality
df2a68673d60e35e9a14e69acdea9362,society
df2a68673d60e35e9a14e69acdea9362,identity
df2a68673d60e35e9a14e69acdea9362,women
d44cd08e74985eab5ada897c3e6cfd01,TED
d44cd08e74985eab5ada897c3e6cfd01,talks
d44cd08e74985eab5ada897c3e6cfd01,animals
d44cd08e74985eab5ada897c3e6cfd01,plants
d44cd08e74985eab5ada897c3e6cfd01,TED-Ed
d44cd08e74985eab5ada897c3e6cfd01,animation
d44cd08e74985eab5ada897c3e6cfd01,science
d44cd08e74985eab5ada897c3e6cfd01,nature
d44cd08e74985eab5ada897c3e6cfd01,biology
d44cd08e74985eab5ada897c3e6cfd01,insects
8ce0bb463746f52d65607b48b25d90a7,TED
8ce0bb463746f52d65607b48b25d90a7,talks
8ce0bb463746f52d65607b48b25d90a7,science
8ce0bb463746f52d65607b48b25d90a7,brain
8ce0bb463746f52d65607b48b25d90a7,psychology
8ce0bb463746f52d65607b48b25d90a7,youth
8ce0bb463746f52d65607b48b25d90a7,neuroscience
8ce0bb463746f52d65607b48b25d90a7,decision-making
8d0ea91115cb15419141596c6ddd0304,TED
8d0ea91115cb15419141596c6ddd0304,talks
8d0ea91115cb15419141596c6ddd0304,technology
8d0ea91115cb15419141596c6ddd0304,sight
8d0ea91115cb15419141596c6ddd0304,Senses
8d0ea91115cb15419141596c6ddd0304,blindness
8d0ea91115cb15419141596c6ddd0304,innovation
8d0ea91115cb15419141596c6ddd0304,future
8d0ea91115cb15419141596c6ddd0304,TED Residency
8d0ea91115cb15419141596c6ddd0304,design
8d0ea91115cb15419141596c6ddd0304,invention
8d0ea91115cb15419141596c6ddd0304,entrepreneur
f44fc95f85af00a1fd660603573ddfd7,TED
f44fc95f85af00a1fd660603573ddfd7,talks
f44fc95f85af00a1fd660603573ddfd7,art
f44fc95f85af00a1fd660603573ddfd7,photography
f44fc95f85af00a1fd660603573ddfd7,animals
f44fc95f85af00a1fd660603573ddfd7,insects
f44fc95f85af00a1fd660603573ddfd7,creativity
f9018c878c5138ecb89fef6d5a1bb611,TED
f9018c878c5138ecb89fef6d5a1bb611,talks
f9018c878c5138ecb89fef6d5a1bb611,relationships
f9018c878c5138ecb89fef6d5a1bb611,love
f9018c878c5138ecb89fef6d5a1bb611,life
f9018c878c5138ecb89fef6d5a1bb611,death
f9018c878c5138ecb89fef6d5a1bb611,personal growth
f9018c878c5138ecb89fef6d5a1bb611,humanity
f9018c878c5138ecb89fef6d5a1bb611,writing
f9018c878c5138ecb89fef6d5a1bb611,family
7bf9b3bce88683e9d799301f00ee6466,TED
7bf9b3bce88683e9d799301f00ee6466,talks
7bf9b3bce88683e9d799301f00ee6466,animation
7bf9b3bce88683e9d799301f00ee6466,TED-Ed
7bf9b3bce88683e9d799301f00ee6466,natural disaster
7bf9b3bce88683e9d799301f00ee6466,natural resources
7bf9b3bce88683e9d799301f00ee6466,nature
7bf9b3bce88683e9d799301f00ee6466,science
7bf9b3bce88683e9d799301f00ee6466,Planets
7bf9b3bce88683e9d799301f00ee6466,climate change
7bf9b3bce88683e9d799301f00ee6466,refugees
7bf9b3bce88683e9d799301f00ee6466,invention
7bf9b3bce88683e9d799301f00ee6466,innovation
7bf9b3bce88683e9d799301f00ee6466,weather
7bf9b3bce88683e9d799301f00ee6466,technology
1674c165559a3137ac2e1d4d42ffa15d,TED
1674c165559a3137ac2e1d4d42ffa15d,talks
1674c165559a3137ac2e1d4d42ffa15d,journalism
1674c165559a3137ac2e1d4d42ffa15d,communication
1674c165559a3137ac2e1d4d42ffa15d,politics
1674c165559a3137ac2e1d4d42ffa15d,social change
1674c165559a3137ac2e1d4d42ffa15d,society
1674c165559a3137ac2e1d4d42ffa15d,media
1674c165559a3137ac2e1d4d42ffa15d,democracy
1674c165559a3137ac2e1d4d42ffa15d,news
4c05e7e600075110a1d05717d9323b45,TED
4c05e7e600075110a1d05717d9323b45,talks
4c05e7e600075110a1d05717d9323b45,health
4c05e7e600075110a1d05717d9323b45,animals
4c05e7e600075110a1d05717d9323b45,emotions
