idx,main_speaker,title,details,posted,url,duration,num_views
28074c3b9198866fc1f8692aa076b436,Maryn McKenna,Antibiotics changed our food. Here's how to change it back,"In this sobering talk, health writer Maryn McKenna explains how the use of antibiotics in food production transformed modern agriculture and the way the world eats -- but not for the overall better. With stories highlighting the success of activists, policymakers and the general public to reform production practices, McKenna stresses one key point: ""Consumers have power."" ",Posted Jan 2019,https://www.ted.com/talks/maryn_mckenna_antibiotics_changed_our_food_here_s_how_to_change_it_back,749,"63,677"
48dfa82f90ec97f4fb4e59f368609786,Shohini Ghose,A beginner's guide to quantum computing,"A quantum computer isn't just a more powerful version of the computers we use today; it's something else entirely, based on emerging scientific understanding -- and more than a bit of uncertainty. Enter the quantum wonderland with TED Fellow Shohini Ghose and learn how this technology holds the potential to transform medicine, create unbreakable encryption and even teleport information.",Posted Jan 2019,https://www.ted.com/talks/shohini_ghose_a_beginner_s_guide_to_quantum_computing,604,"4,022,865"
a391171059eca923ecb9a260ce91465e,Alex Gendler,Can you solve the multiplying rabbits riddle?,"After years of experiments, you've finally created the pets of the future – nano-rabbits! They're tiny, they're fuzzy ... and they multiply faster than the eye can see. But a rival lab has sabotaged you, threatening the survival of your new friends. Can you figure out how to avert this hare-raising catastrophe? Alex Gendler shows how. [Directed Artrake Studio, narrated by Addison Anderson].",Posted Jan 2019,https://www.ted.com/talks/alex_gendler_can_you_solve_the_multiplying_rabbits_riddle,266,"1,815,282"
a2b9aa402452f3fcebc2d54548b420bf,Karissa Sanbonmatsu,"The biology of gender, from DNA to the brain","How exactly does gender work? It's not just about our chromosomes, says biologist Karissa Sanbonmatsu. In a visionary talk, she shares new discoveries from epigenetics, the emerging study of how DNA activity can permanently change based on social factors like trauma or diet. Learn how life experiences shape the way genes are expressed -- and what that means for our understanding of gender.",Posted Jan 2019,https://www.ted.com/talks/karissa_sanbonmatsu_the_biology_of_gender_from_dna_to_the_brain,772,"2,314,080"
6b33801cfedec20a83d158dae5dbc2ec,Danae Wolfe,Why we need bugs,"Conservation photographer Danae Wolfe wants to dispel the notion that ""the only good bug is a dead bug,"" using data, images and humor to demonstrate how bugs are an integral part of our ecosystem and, on occasion, just as lovable as the rest of the animal kingdom.",Posted Jan 2019,https://www.ted.com/talks/danae_wolfe_why_we_need_bugs,824,"47,572"
87ca06683fe1db451a6d1e0a8d082762,Renzo Vitale,What should electric cars sound like?,"Electric cars are extremely quiet, offering some welcome silence in our cities. But they also bring new dangers, since they can easily sneak up on unsuspecting pedestrians. What kind of sounds should they make to keep people safe? Get a preview of what the future may sound like as acoustic engineer and musician Renzo Vitale shows how he's composing a voice for electric cars.",Posted Jan 2019,https://www.ted.com/talks/renzo_vitale_what_should_electric_cars_sound_like,711,"1,806,375"
df9b53f598d3da507a97bcaefac52701,Chiki Sarkar,How India's smartphone revolution is creating a new generation of readers and writers,"India has the second largest population of any country in the world -- yet it has only 50 decent bookstores, says publisher Chiki Sarkar. So she asked herself: How do we get more people reading books? Find out how Sarkar is tapping into India's smartphone revolution to create a new generation of readers and writers in this fun talk about a fresh kind of storytelling.",Posted Jan 2019,https://www.ted.com/talks/chiki_sarkar_how_india_s_smartphone_revolution_is_creating_a_new_generation_of_readers_and_writers,606,"1,589,840"
be791c7ea06038d2cd66375dec27f5c4,Brooke Buddemeier and Jessica S. Wieder,Can you survive nuclear fallout?,"Nuclear weapons are some of the most powerful tools of destruction on Earth, and the full scope of a nuclear detonation is almost unimaginable. However, there is a scientifically supported plan of action that could save thousands of lives. What is this plan, and what exactly would it protect us from? Brooke Buddemeier and Jessica S. Wieder explore the possibility of surviving nuclear detonation. [Directed by Tom Gran &amp; Madeleine Grossi, narrated by Addison Anderson, music by Euan James-Richards].",Posted Jan 2019,https://www.ted.com/talks/brooke_buddemeier_and_jessica_s_wieder_can_you_survive_nuclear_fallout,303,"1,030,740"
3f12c0ff7787560ef6c64002a962348a,Martin Danoesastro,What are you willing to give up to change the way we work?,"What does it take to build the fast, flexible, creative teams needed to challenge entrenched work culture? For transformation expert Martin Danoesastro, it all starts with one question: ""What are you willing to give up?"" He shares lessons learned from companies on both sides of the innovation wave on how to structure your organization so that people at all levels are empowered to make decisions fast and respond to change.",Posted Jan 2019,https://www.ted.com/talks/martin_danoesastro_what_are_you_willing_to_give_up_to_change_the_way_we_work,791,"2,111,796"
a69a5bd3b325bcbb9211ac8a43eb4166,Scott A. Mellor,How Thor got his hammer,"Loki the mischief-maker, writhes in Thor's iron grip. The previous night, he'd snuck up on Thor's wife and shorn off her beautiful hair. To fix what he'd done, Loki rushes to the dwarves and tricks them into making gifts for the gods. Wanting to best their smith rivals, the dwarves make a set of golden treasures, including a hammer called Mjolnir. Scott A. Mellor traces the legend of Thor's hammer. [Directed by Remus and Kiki, narrated by Addison Anderson, music by Playhead]. ",Posted Jan 2019,https://www.ted.com/talks/scott_a_mellor_how_thor_got_his_hammer,279,"8,111,360"
fbe42a63bb2e02f05b9f4ed2dc9b7432,Paula Stone Williams and Jonathan Williams,The story of a parent's transition and a son's redemption,"Paula Stone Williams knew from a young age that she was transgender. But as she became a parent and prominent evangelical pastor, she feared that coming out would mean losing everything. In this moving, deeply personal talk, Paula and her son Jonathan Williams share what Paula's transition meant for their family -- and reflect on their path to redemption. As Jonathan says: ""I cannot ask my father to be anything other than her true self.""",Posted Jan 2019,https://www.ted.com/talks/paula_stone_williams_and_jonathan_williams_the_story_of_a_parent_s_transition_and_a_son_s_redemption,792,"1,583,451"
fc14a47023416d26fbc71a38cf9d6c1b,Wendy De La Rosa,3 psychological tricks to help you save money,"We all want to save more money -- but overall, people today are doing less and less of it. Behavioral scientist Wendy De La Rosa studies how everyday people make decisions to improve their financial well-being. What she's found can help you painlessly make the commitment to save more and spend less.",Posted Jan 2019,https://www.ted.com/talks/wendy_de_la_rosa_3_psychological_tricks_to_help_you_save_money,350,"2,373,238"
fd6274716a2e2ae31e17a5449aeed2ef,Ronald Murray,The language of ballroom culture,"Between television, the movies and top 40 lists, ballroom culture was appropriated by pop culture decades ago. With the spectacular support of a team of dancers, community leader Ronald Murray reclaims the subculture's narrative for queer communities of color. ",Posted Jan 2019,https://www.ted.com/talks/ronald_murray_the_language_of_ballroom_culture,806,"33,100"
2af923ba88670a7a9cb036866dfb35ee,Lýdia Machová,The secrets of learning a new language,"Want to learn a new language but feel daunted or unsure where to begin? You don't need some special talent or a ""language gene,"" says Lýdia Machová. In an upbeat, inspiring talk, she reveals the secrets of polyglots (people who speak multiple languages) and shares four principles to help unlock your own hidden language talent -- and have fun while doing it.",Posted Jan 2019,https://www.ted.com/talks/lydia_machova_the_secrets_of_learning_a_new_language,645,"7,839,777"
0a60dba720db97d7e9396485c1eae668,Eva-Maria Geigl,The history of the world according to cats,"In ancient times, wildcats were fierce carnivorous hunters. And unlike dogs, who have undergone centuries of selective breeding, modern cats are genetically very similar to ancient cats. How did these solitary, fierce predators become our sofa sidekicks? Eva-Maria Geigl traces the domestication of the modern house cat. [Directed by Chintis Lundgren, narrated by Bethany Cutmore-Scott, music by Draško Ivezić]. ",Posted Jan 2019,https://www.ted.com/talks/eva_maria_geigl_the_history_of_the_world_according_to_cats,260,"3,173,287"
4073f7c9e175ffbe665a94e94e2b465d,Elizabeth Lyle,How to break bad management habits before they reach the next generation of leaders,"Companies are counting on their future leaders to manage with more speed, flexibility and trust than ever before. But how can middle managers climb the corporate ladder while also challenging the way things have always been done? Leadership expert Elizabeth Lyle offers a new approach to breaking the rules while you're on your way up, sharing creative ways organizations can give middle managers the space and coaching they need to start leading differently.",Posted Jan 2019,https://www.ted.com/talks/elizabeth_lyle_how_to_break_bad_management_habits_before_they_reach_the_next_generation_of_leaders,723,"2,382,922"
ea0e84145345250716ce445ef6bb2dd3,Dan Finkel,5 ways to share math with kids,"Mathematics is not about following rules, it's about playing—and exploring, fighting, looking for clues, and sometimes even breaking things, according to Dan Finkel. In this playful, inspiring talk, the founder of Math for Love offers teachers and parents alike a five-step guide to sharing the beauty and playfulness of mathematical thinking with children.
",Posted Jan 2019,https://www.ted.com/talks/dan_finkel_5_ways_to_share_math_with_kids,882,"835,577"
87e1c5205acdf442a5e6f7bb1ee50711,Emmanuel Schanzer,Why is algebra so hard? The answer is surprisingly simple,"Why is algebra so hard? Math teacher Emmanuel Schanzer believes the problem with math lies in what we tell students math is. Learn how Schanzer's innovative online math curriculum teaches students to solve problems through design in this upbeat talk.
",Posted Jan 2019,https://www.ted.com/talks/emmanuel_schanzer_why_is_algebra_so_hard_the_answer_is_surprisingly_simple,832,"384,171"
3d51c6a62273f0a09dc1022f7764ec1a,Eddie Woo,How math is our real sixth sense,"In this engaging talk, high school math teacher and YouTube star Eddie Woo shares his passion for mathematics, calling it an extra sense that we can all access. Using real-world examples of geometry, he encourages everyone to seek out the patterns around them for ""a whole new way to see the world.""
",Posted Jan 2019,https://www.ted.com/talks/eddie_woo_how_math_is_our_real_sixth_sense,793,"957,137"
332b5a495c3e45a2aee5c3d7686f92d5,Jan Rader,"In the opioid crisis, here's what it takes to save a life","As a fire chief and first responder, Jan Rader has spent her career saving lives. But when the opioid epidemic hit her town, she realized they needed to take a brand-new approach to life-saving. In this powerful, hopeful talk, Rader shows what it's like on the front lines of this crisis -- and how her community is taking an unusual new approach to treating substance-abuse disorder that starts with listening.",Posted Jan 2019,https://www.ted.com/talks/jan_rader_in_the_opioid_crisis_here_s_what_it_takes_to_save_a_life,871,"1,842,707"
3b7b11207998ca72fee82895b26547cd,Ariana Curtis,"Museums should honor the everyday, not just the extraordinary","Who deserves to be in a museum? For too long, the answer has been ""the extraordinary"" -- those aspirational historymakers who inspire us with their successes. But those stories are limiting, says museum curator Ariana Curtis. In a visionary talk, she imagines how museums can more accurately represent history by honoring the lives of people both extraordinary and everyday, prominent and hidden -- and amplify diverse perspectives that should have always been included.",Posted Dec 2018,https://www.ted.com/talks/ariana_curtis_museums_should_honor_the_everyday_not_just_the_extraordinary,739,"2,623,417"
60a9516c5e9f474e9f6d12323a15f48c,Daniel Finkel,Can you solve the troll's paradox riddle?,"You and your brother have discovered another realm and set off exploring the new wonderful world. Along the way, you see a troll catching creatures in an enormous net. The troll agrees to release the creatures if you can come up with a statement that is both truth and false. Can you come up with the correct sentence and force the troll to release them? Dan Finkel shows how. [Directed by Artrake Studio, narrated by Addison Anderson]. ",Posted Dec 2018,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_troll_s_paradox_riddle,180,"1,635,361"
d6de202a3ead5e5b9cc6802566c37597,Dana Kanze,The real reason female entrepreneurs get less funding,"Women own 39 percent of all businesses in the US, but female entrepreneurs get only two percent of venture funding. What's causing this gap? Dana Kanze shares research suggesting that it might be the types of questions start-up founders get asked when they're invited to pitch. Whether you're starting a new business or just having a conversation, learn how to spot the kinds of questions you're being asked -- and how to respond more effectively.",Posted Dec 2018,https://www.ted.com/talks/dana_kanze_the_real_reason_female_entrepreneurs_get_less_funding,888,"1,993,632"
6fb14ca249d8a1531e5be9e08051e2ae,Rebecca Love,How nurses can help drive healthcare innovation,"Ever since Florence Nightingale revolutionized healthcare during the Crimean War by pointing out that infection was killing as many soldiers as bullets, nurses have pushed the envelope of medical practice. But why, asks nurse entrepreneur Rebecca Love, are they rarely involved in the design of healthcare products and workflows? In this passionate talk, she shows why the collective wisdom of nurses, the frontline of medical practice, needs to be incorporated into every stage of healthcare design.",Posted Dec 2018,https://www.ted.com/talks/rebecca_love_how_nurses_can_help_drive_healthcare_innovation,789,"46,181"
b4bcb8b9a7ef348ea4cc0854a8a2725c,Alex Rosenthal,"The joyful, perplexing world of puzzle hunts","Welcome to the strange, deviously difficult and incredibly joyful world of puzzle hunts. Follow along as Alex Rosenthal lifts the veil on one of the world's most complex puzzle hunts, the MIT Mystery Hunt -- and reveals how puzzles can be found in the most unexpected places. (Hint: see if you can spot the puzzle hidden in this TED Talk.)",Posted Dec 2018,https://www.ted.com/talks/alex_rosenthal_the_joyful_perplexing_world_of_puzzle_hunts,715,"429,757"
4974b5d0579c64c61b720d712790cebd,Darrick Hamilton,"How ""baby bonds"" could help close the wealth gap","Hard work, resilience and grit lead to success, right? This narrative pervades the way we think, says economist Darrick Hamilton, but the truth is that our chances at economic security have less to do with what we do and more to do with the wealth position we're born into. Enter ""baby bonds"": trust accounts of up to $60,000 for every newborn, calibrated to the wealth of their family. Learn how this bold proposal could help us reduce inequality -- and give every child personal seed money for important things like going to college, buying a home or starting a business. ""Without capital, inequality is locked in,"" Hamilton says. ""When it comes to economic security, wealth is both the beginning and the end.""",Posted Dec 2018,https://www.ted.com/talks/darrick_hamilton_how_baby_bonds_could_help_close_the_wealth_gap,756,"1,583,438"
b74c3d8e41c57f846d2648f1818d031f,Eldridge Adams,Can animals be deceptive?,"A male firefly emits a series of enticing flashes. He hopes a female will respond and mate with him. A female from a different species mimics his patterns: by tricking the male, she lures him in -- and turns him into a meal. Where else do we see this kind of trickery in the animal kingdom? Eldridge Adams details the surprising complexity of how animals manipulate predators, prey and their rivals. [Directed by The Duke and the Duck, narrated by Addison Anderson, music by Matt Erlichman, Flagship Studios]. ",Posted Dec 2018,https://www.ted.com/talks/eldridge_adams_can_animals_be_deceptive,276,"454,099"
9dbc77ffd45f1903e031bb93c0de7361,Neylan McBaine,Lessons from Utah's legacy of women's suffrage,"The first legal ballot cast in the United States by a woman was in Utah -- a culminating moment in a trailblazing local women's suffrage. In this talk, Neylan McBaine tells the little-known story of this movement and details the ways its triumphs (and setbacks) are relevant to contemporary struggles for equality.",Posted Dec 2018,https://www.ted.com/talks/neylan_mcbaine_lessons_from_utah_s_legacy_of_women_s_suffrage,893,0
c5fcc1ba8fd568f96198ce262cfc4210,Eldra Jackson,How I unlearned dangerous lessons about masculinity,"In a powerful talk, educator Eldra Jackson III shares how he unlearned dangerous lessons about masculinity through Inside Circle, an organization that leads group therapy for incarcerated men. Now he's helping others heal by creating a new image of what it means to be a whole, healthy man. ""The challenge is to eradicate this cycle of emotional illiteracy and groupthink,"" he says.",Posted Dec 2018,https://www.ted.com/talks/eldra_jackson_how_i_unlearned_dangerous_lessons_about_masculinity,681,"1,607,061"
f4d7d0f69e1b8f350f4d837edbf39025,Julie Chang,Why we need to design cameras for robots,"In this eye-opening talk, computational imaging researcher Julie Chang discusses how we can customize AI-driven photo applications to improve their ability to perform tasks such as facial recognition.",Posted Dec 2018,https://www.ted.com/talks/julie_chang_why_we_need_to_design_cameras_for_robots,683,0
54fc8df5149f8025371a997c04aaf039,Fiona Radford,From slave to rebel gladiator: The life of Spartacus,"Spartacus was a slave -- one of millions taken from territories conquered by Rome to work the mines, till the fields or fight for a crowd's entertainment. Imprisoned for deserting the Roman Army, he and other slaves fought their way free and started a rebellion. How did a slave become synonymous with freedom and courage? Fiona Radford delves into the life and legend of Spartacus. [Directed by Kozmonot Animation Studio, narrated by Addison Anderson, music by Playhead]. ",Posted Dec 2018,https://www.ted.com/talks/fiona_radford_from_slave_to_rebel_gladiator_the_life_of_spartacus,303,"3,009,854"
76c7e24d1e6c43c7230d4e1a7a327db4,Li Wei Tan,"The fascinating science of bubbles, from soap to champagne","In this whimsical talk and live demo, scientist Li Wei Tan shares the secrets of bubbles -- from their relentless pursuit of geometric perfection to their applications in medicine and shipping, where designers are creating more efficient vessels by mimicking the bubbles created by swimming penguins. Learn more about these mathematical marvels and tap into the magic hidden in the everyday world.",Posted Dec 2018,https://www.ted.com/talks/li_wei_tan_the_fascinating_science_of_bubbles_from_soap_to_champagne,857,"529,334"
79fce94e37584861e0d8975c3a9f8f52,Michael C. Bush,This is what makes employees happy at work,"There are three billion working people on this planet, and only 40 percent of them report being happy at work. Michael C. Bush shares his insights into what makes workers unhappy -- and how companies can benefit their bottom lines by fostering satisfaction.",Posted Dec 2018,https://www.ted.com/talks/michael_c_bush_this_is_what_makes_employees_happy_at_work,252,"2,079,802"
515338e22e47b4ef8386addd4c715817,Katharine Hayhoe,The most important thing you can do to fight climate change: talk about it,"How do you talk to someone who doesn't believe in climate change? Not by rehashing the same data and facts we've been discussing for years, says climate scientist Katharine Hayhoe. In this inspiring, pragmatic talk, Hayhoe shows how the key to having a real discussion is to connect over shared values like family, community and religion -- and to prompt people to realize that they already care about a changing climate. ""We can't give in to despair,"" she says. ""We have to go out and look for the hope we need to inspire us to act -- and that hope begins with a conversation, today.""",Posted Dec 2018,https://www.ted.com/talks/katharine_hayhoe_the_most_important_thing_you_can_do_to_fight_climate_change_talk_about_it,1031,"3,089,410"
1cce1b8429a03622219de71c863ab414,Paul S. Kindstedt,A brie(f) history of cheese,"Before empires and royalty, before pottery and writing, before metal tools and weapons – there was cheese. As early as 8000 BCE, Neolithic farmers began a legacy of cheesemaking almost as old as civilization. Today, the world produces roughly 22 billion kilograms of cheese a year, shipped and consumed around the globe. Paul S. Kindstedt shares the history of one of our oldest and most beloved foods. [Directed by Charlotte Cambon, narrated by Addison Anderson, music by Jarrett Farkas]. ",Posted Dec 2018,https://www.ted.com/talks/paul_s_kindstedt_a_brie_f_history_of_cheese,315,"5,185,320"
090a8f3b93c36209b3b3a6a19bfeede5,Madame Gandhi and Amber Galloway-Gallego,Music with a message should be accessible,"""Music is so much more than sound simply traveling through the ear,"" says sign language interpreter Amber Galloway-Gallego. In a spirited performance, musician and activist Madame Gandhi plays two songs -- ""Top Knot Turn Up"" and ""Bad Habits"" -- while Galloway-Gallego provides an animated sign language interpretation.",Posted Dec 2018,https://www.ted.com/talks/madame_gandhi_and_amber_galloway_gallego_music_with_a_message_should_be_accessible,767,"228,291"
e19ed649f5d88622316c15afb3fa3dc5,Douglas Rushkoff,"How to be ""Team Human"" in the digital future","Humans are no longer valued for our creativity, says media theorist Douglas Rushkoff -- in a world dominated by digital technology, we're now just valued for our data. In a passionate talk, Rushkoff urges us to stop using technology to optimize people for the market and start using it to build a future centered on our pre-digital values of connection, creativity and respect. ""Join 'Team Human.' Find the others,"" he says. ""Together let's make the future that we always wanted.""",Posted Dec 2018,https://www.ted.com/talks/douglas_rushkoff_how_to_be_team_human_in_the_digital_future,743,"1,680,549"
5b2a350097951c758bc5cebf13f6e72c,Carla Harris,How to find the person who can help you get ahead at work,"The workplace is often presented as a meritocracy, where you can succeed by putting your head down and working hard. Wall Street veteran Carla Harris learned early in her career that this a myth. The key to actually getting ahead? Get a sponsor: a person who will speak on your behalf in the top-level, closed-door meetings you're not invited to (yet). Learn how to identify and develop a productive sponsor relationship in this candid, powerful talk.",Posted Dec 2018,https://www.ted.com/talks/carla_harris_how_to_find_the_person_who_can_help_you_get_ahead_at_work,803,"3,496,307"
5713effc50797273a005e65e4282e222,Nadjia Yousif,Why you should treat the tech you use at work like a colleague,"Imagine your company hires a new employee and then everyone just ignores them, day in and day out, while they sit alone at their desk getting paid to do nothing. This situation actually happens all the time -- when companies invest millions of dollars in new tech tools only to have frustrated employees disregard them, says Nadjia Yousif. In this fun and practical talk, she offers advice on how to better collaborate with the technologies in your workplace -- by treating them like colleagues.",Posted Dec 2018,https://www.ted.com/talks/nadjia_yousif_why_you_should_treat_the_tech_you_use_at_work_like_a_colleague,696,"1,645,732"
35a96f52daf1a586946480c06e418508,Pete Buttigieg,How one mayor forged his city's future by rethinking its past,"When Peter Buttigieg was elected mayor of South Bend, Indiana, his constituents wanted to know: What was his plan for their city? Was it the next biotech capital, or maybe an arts and culture destination? To shape the city's future, he started by looking to its past. Pulling from sources across the historical spectrum from South Bend's pioneering early-1900s watch industry to Facebook's creation in 2004, Buttigieg explains how innovation is about seeing the value in the old as well as the new. ",Posted Dec 2018,https://www.ted.com/talks/pete_buttigieg_how_one_mayor_forged_his_city_s_future_by_rethinking_its_past,686,"122,858"
05a44441399ccea5d2c9ac2300d7d55e,Darren Croft,Inside the killer whale matriarchy,"Pods of killer whales inhabit the waters of every major ocean on Earth. Each family is able to survive thanks mainly to one member, its most knowledgeable hunter: the grandmother. These matriarchs can live 80 years or more and their expertise can mean the difference between life and death for their families. Darren Croft details the lives of killer whales and the dangers facing their survival. [Directed by Boniato Studio, narrated by Addison Anderson, music by Fabien Bolzinger]. ",Posted Dec 2018,https://www.ted.com/talks/darren_croft_inside_the_killer_whale_matriarchy,289,"842,903"
807df89b98d6bef87bf566750382afa8,J. Marshall Shepherd,3 kinds of bias that shape your worldview,"What shapes our perceptions (and misperceptions) about science? In an eye-opening talk, meteorologist J. Marshall Shepherd explains how confirmation bias, the Dunning-Kruger effect and cognitive dissonance impact what we think we know -- and shares ideas for how we can replace them with something much more powerful: knowledge.",Posted Dec 2018,https://www.ted.com/talks/j_marshall_shepherd_3_kinds_of_bias_that_shape_your_worldview,741,"2,333,779"
a45b05315502ac160af64e0266fba467,Elizabeth Leane,The dangerous race for the South Pole,"By the early 1900's, nearly every region of the globe had been visited and mapped, with only two key locations left: the North and South Poles. After two Americans staked claim to reaching the North Pole, a Norwegian explorer and a British naval officer each set out for the last unmapped region in what newspapers called a ""Race to the Pole."" Elizabeth Leane sets the scene for their journeys south. [Directed by WOW-HOW Studio, narrated by Bethany Cutmore-Scott, music by Stephen LaRosa]. ",Posted Dec 2018,https://www.ted.com/talks/elizabeth_leane_the_dangerous_race_for_the_south_pole,270,"221,194"
24d6e3639093e3165400d0bc7b5e7e9c,Alan Crickmore,How storytelling helps parents in prison stay connected to their kids,"When a parent is sent to prison, the unintended victims of their crimes are their own children -- without stability and support, kids are at higher risk for mental health and development issues. In a heartfelt talk, Alan Crickmore explains how the charity Storybook Dads is keeping families connected through the simple act of storytelling.",Posted Dec 2018,https://www.ted.com/talks/alan_crickmore_how_storytelling_helps_parents_in_prison_stay_connected_to_their_kids,928,"1,471,342"
e247e20cf6a7f8ed97d6470dfc68c14f,Christian Bailey,The joys of amateur aviation,"Investor and entrepreneur Christian Bailey explores the world of experimental aviation. He shares how he built a plane and flew across the United States, demonstrating that personal air transportation could soon become a viable option for more than just a few thousand hobbyist aviators.",Posted Dec 2018,https://www.ted.com/talks/christian_bailey_the_joys_of_amateur_aviation,647,0
f168281cb19829f2d3158818d7fd7200,Amy Nicole Baker,7 common questions about workplace romance,Should you date your coworker? Should workplace couples keep their relationships secret? And why are coworkers so often attracted to each other? Organizational psychologist Amy Nicole Baker shares the real answers to commonly asked questions about romance at the office.,Posted Dec 2018,https://www.ted.com/talks/amy_nicole_baker_7_common_questions_about_workplace_romance,354,"1,872,822"
d332dc80eddc5c03765477495dd0f4e6,Renata di Tullio,Por qué deberíamos comer más bichos,"Have you ever considered crickets, houseflies or grasshoppers for a dinner menu? In this fun and easily digestible talk, science educator Renata di Tullio makes a case for bugs as nutritious and sustainable food sources. ",Posted Dec 2018,https://www.ted.com/talks/renata_di_tullio_por_que_deberiamos_comer_mas_bichos,417,0
749f2bbb7151b2b39f5d1646a24250be,Ai-jen Poo,The work that makes all other work possible,"Domestic workers are entrusted with the most precious aspects of people's lives -- they're the nannies, the elder-care workers and the house cleaners who do the work that makes all other work possible. Too often, they're invisible, taken for granted or dismissed as ""help,"" yet they continue to do their wholehearted best for the families and homes in their charge. In this sensational talk, activist Ai-Jen Poo shares her efforts to secure equal rights and fair wages for domestic workers and explains how we can all be inspired by them. ""Think like a domestic worker who shows up and cares no matter what,"" she says.",Posted Dec 2018,https://www.ted.com/talks/ai_jen_poo_the_work_that_makes_all_other_work_possible,961,"1,811,667"
45d9deb99c0be2826dc0d9d8465f74bc,Balsher Singh Sidhu,Are we running out of clean water?,"Despite water covering 71% of the planet's surface, more than half the world's population endures extreme water scarcity for at least one month a year. Current estimates predict that by 2040, up to 20 more countries could be experiencing water shortages. These statistics raise a startling question: is the Earth running out of clean water? Balsher Singh Sidhu takes a closer look at water consumption. [Directed by Kozmonot Animation Studio, narrated by Addison Anderson, music by Deniz Dogancay]. ",Posted Dec 2018,https://www.ted.com/talks/balsher_singh_sidhu_are_we_running_out_of_clean_water,283,"797,517"
cc93a510d540cc95f85dec64a31c93d9,Amy Herman,A lesson on looking,"Are you looking closely? Visual educator Amy Herman explains how to use art to enhance your powers of perception and find connections where they may not be apparent. Learn the techniques Herman uses to train Navy SEALs, doctors and crime scene investigators to convert observable details into actionable knowledge with this insightful talk.",Posted Dec 2018,https://www.ted.com/talks/amy_herman_a_lesson_on_looking,779,"731,543"
a8bcca7de2e9e193704af87fc2086c66,Jordan Wirfs-Brock,The four things you need to know about the energy you use,"""It's easy to go through life using energy every day while knowing next to nothing about it,"" says journalist Jordan Wirfs-Brock. She wants us to reconnect, to understand how energy drives our world: ""Energy makes everything we do possible, yet we treat it as an insignificant other."" In an energetic talk, Wirfs-Brock shows us the four things we need to know about the energy we use.",Posted Dec 2018,https://www.ted.com/talks/jordan_wirfs_brock_the_four_things_you_need_to_know_about_the_energy_you_use,859,"30,031"
a5a6e2a9b0ea807b456b7353e93e3c80,Dana Cowin,"How ugly, unloved food can change the world","A vast amount of food is discarded daily across the world simply because it looks ugly. Food influencer Dana Cowin is here to convince you that there's beauty in the misshapen potato and the squishy lemon, that the fries or lemonade they yield will taste as good as their more attractive counterparts. Food is food, she says, and embracing that reality will help us reduce food waste. ",Posted Dec 2018,https://www.ted.com/talks/dana_cowin_how_ugly_unloved_food_can_change_the_world,501,"22,718"
ef2b56335b17f35bd15ee67d953914ad,Joe von Fischer,How I hunt natural gas leaks with Google Street View cars,"One third of methane emissions in the US is caused by natural gas leaks from homes and businesses. Scientist Joe von Fischer has made it his mission to hunt down natural gas leaks in his community using cutting-edge methane analyzers attached to Google Street View cars. In this punchy, illuminating talk, von Fischer shares how his revolutionary project is impacting his own city and our planet.",Posted Dec 2018,https://www.ted.com/talks/joe_von_fischer_how_i_hunt_natural_gas_leaks_with_google_street_view_cars,1064,0
23a41b5f12eecc2b1ce1aff9270f8271,John Sabraw,How I make paint from poison,"Artist and professor John Sabraw is turning industrial acid runoff into striking pigments and paints. In his talk, Sabraw shares how he's inspired by southern Ohio's rivers and streams to turn environmental catastrophe into works of beauty.",Posted Dec 2018,https://www.ted.com/talks/john_sabraw_how_i_make_paint_from_poison,1056,0
2465969f8ed604c8a26ce64bb1d595a2,Erez Yoeli,How to motivate people to do good for others,"How can we get people to do more good: to go to the polls, give to charity, conserve resources or just generally act better towards others? MIT research scientist Erez Yoeli shares a simple checklist for harnessing the power of reputations -- or our collective desire to be seen as generous and kind instead of selfish -- to motivate people to act in the interest of others. Learn more about how small changes to your approach to getting people to do good could yield surprising results.",Posted Dec 2018,https://www.ted.com/talks/erez_yoeli_how_to_motivate_people_to_do_good_for_others,742,"2,286,768"
c879ac94c2b08cd4096971e4e6ae23a6,Daniel Finkel,Can you solve the time travel riddle?,"Your professor has accidentally stepped through a time portal in his physics lab. You've got just a minute to jump through before it closes and leaves him stranded in history. Your only way back is to grab enough colored nodules to create a new portal to open a doorway through time. Can you take the right amount of nodules to get back to the present before the portal closes? Dan Finkel shows how. [Directed by Artrake Studio, narrated by Addison Anderson]. ",Posted Dec 2018,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_time_travel_riddle,229,"1,730,019"
d898e001f787648e8f1049280daf9ee2,Stacey Abrams,3 questions to ask yourself about everything you do,"How you respond after setbacks is what defines your character. Stacey Abrams was the first black woman in the history of the United States to be nominated by a major party for governor -- she lost that hotly contested race, but as she says: the only choice is to move forward. In an electrifying talk, she shares the lessons she learned from her campaign for governor of Georgia, some advice on how to change the world -- and a few hints at her next steps. ""Be aggressive about your ambition,"" Abrams says.",Posted Dec 2018,https://www.ted.com/talks/stacey_abrams_3_questions_to_ask_yourself_about_everything_you_do,758,"3,982,099"
